playlist_name,playlist_uri,playlist_tracks_url,playlist_num_tracks,snapshot_id,playlist_img,track_name,track_uri,artist_name,album_name,album_img,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Bloom - Bonus Track,41yIvlFgvGwxq8qTqAR7eG,The Paper Kites,Woodland - EP,https://i.scdn.co/image/624d7e4ee44c84d98db48a442bf2ab86f5c6138a,0.592,0.416,C#,-9.794,major,0.0246,0.882,5.86e-4,0.112,0.417,96.002,210080,4,C# major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,The Stable Song,3G9ETaH55bMQx8hwNhAgbU,Gregory Alan Isakov,"That Sea, The Gambler",https://i.scdn.co/image/8f8376ed4cacfb6b084202ff1acdd787c5982036,0.625,0.432,D,-11.948,major,0.0283,0.633,0.00242,0.127,0.361,137.926,360933,4,D major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Amsterdam - Recorded at Spotify Studios NYC,4muAGMNipTEtIoYfMa9QL0,Mandolin Orange,Spotify Singles,https://i.scdn.co/image/fa0ab59b3f9f05d70461222d65e538061de41e38,0.532,0.317,C,-10.693,major,0.0309,0.909,0.0277,0.11,0.28,140.671,193672,3,C major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Sinking Ship,3pC8tUjIZPORslYYmJbJcz,Wild Child,Sinking Ship / Back & Forth,https://i.scdn.co/image/4e9a017184b68d18945e7457ee4e9c74d99df619,0.37,0.174,E,-19.316,minor,0.0377,0.95,0.0029,0.11,0.181,92.75,247493,4,E minor
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Sweet Return,3LApsNoXrlZHPIhGNdo8P1,Diamond Thug,Sweet Return,https://i.scdn.co/image/b2356a69568d4c860802071e15d0e31cfe37b1c5,0.686,0.346,F,-10.423,major,0.0233,0.905,0.00254,0.108,0.239,102.001,135078,4,F major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,On the Frame (Acoustic),5TjAhRtHiLjCrzuOhgk50U,Beta Radio,On the Frame (Acoustic),https://i.scdn.co/image/8720b1ab8ec3f225fb67536e1d14dc8362b2c016,0.458,0.256,D,-13.301,minor,0.0308,0.961,3.09e-4,0.0951,0.317,140.617,184932,4,D minor
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,El Buho,3E2dyGd4VQaY6uWHyQ9ok7,Blanco White,El Buho,https://i.scdn.co/image/3d1d7e6c7c9c8db8eabf71bf1d094987b7ad7d05,0.553,0.391,D#,-12.303,minor,0.0315,0.933,0.00123,0.0993,0.242,105.989,231707,4,D# minor
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Hold Your Head Up High,7oOsCpcgcLXKkkIPQzQ6cX,Darlingside,Hold Your Head Up High,https://i.scdn.co/image/0381693d790ba8babc36d060364c5f020f38f9e1,0.375,0.261,A,-11.312,major,0.0288,0.539,0.0178,0.116,0.139,132.094,217360,4,A major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Blind in the Fray,4sWnVeKwH6Aftzk5HZi4d1,The Last Revel,Blind in the Fray,https://i.scdn.co/image/a1c425403089782578bb260312b2a42d359fc19b,0.488,0.551,C,-9.399,major,0.0298,0.242,5.82e-4,0.219,0.443,87.846,212354,4,C major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Top to Toe,1I6hI9D2b1UXZUGoP8ixM0,Fenne Lily,Top to Toe,https://i.scdn.co/image/e09c873751d1027fc42b5075fbfd579d4d3d1265,0.569,0.184,C#,-12.842,major,0.0584,0.908,0,0.114,0.309,110.916,216416,4,C# major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Fever To The Form,7xbF5Nf1iKYmwvD9EWhJav,Nick Mulvey,Fever To The Form,https://i.scdn.co/image/106f247732cdce1f35fddf45dd3735a1cc66581d,0.343,0.539,C,-9.72,minor,0.0297,0.789,0.157,0.108,0.228,142.065,251184,4,C minor
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Echo - Recorded at Spotify Studios NYC,2d7lM2tUbVZbfOvmJFn4pw,Mandolin Orange,Spotify Singles,https://i.scdn.co/image/fa0ab59b3f9f05d70461222d65e538061de41e38,0.512,0.368,G,-12.328,major,0.0425,0.958,0.0157,0.0613,0.612,181.676,211689,4,G major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,The Woods - Acoustic,6uaIMhUZXMuT2Zz0vxrFiR,Hollow Coves,The Woods (Acoustic),https://i.scdn.co/image/4f28f6ce3c010841889edb6a9b8ca06b928bc51e,0.571,0.558,A,-8.553,major,0.0281,0.722,3.31e-4,0.116,0.283,104.991,239960,4,A major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,All The Pretty Girls - Recorded at Spotify Studios NYC,2Sqv9Ne6ibOZsKxY7o0t6t,Kaleo,Spotify Singles,https://i.scdn.co/image/346e9a89d1f89a5ce9954d744ee4965d69536301,0.471,0.273,C#,-10.072,major,0.0324,0.845,0,0.12,0.188,138.683,307173,4,C# major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Turntable,0Dp07EA5ybveKSUE27CuEd,Dead Horses,My Mother the Moon,https://i.scdn.co/image/efbd75b79bf50c48c20c46b689b41c75e5f13d2d,0.603,0.575,C,-10.325,major,0.0285,0.811,0.00183,0.12,0.673,95.116,196173,1,C major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Dirty Old Town,567EmmCbOtpEuaVC2zznU6,Craig Cardiff,Goodnight (Go Home) - CC010,https://i.scdn.co/image/5652ebc8c4b30c6b94f72f39874d39e47df14d2e,0.555,0.418,C,-12.7,major,0.0455,0.309,0.00119,0.237,0.328,159.764,246453,4,C major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Like Gold,6Od2OWvoT4embWAgIGeFRd,Vance Joy,Nation Of Two,https://i.scdn.co/image/8f56e37706134336c286fbdaf0e4754164024644,0.477,0.712,G,-6.759,major,0.0653,0.224,8.36e-6,0.118,0.407,109.965,224400,4,G major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Sail on the Water,7gYiZXvvD8H6f0lEvLUQHD,Molly Parden,Sail on the Water,https://i.scdn.co/image/ec48de8094c2f7ff7bc1eacdda1b0bd3afb53807,0.602,0.506,D,-9.046,major,0.0273,0.687,0.0263,0.177,0.312,126.962,261141,4,D major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Like Real People Do,7K6LFPfjdnN6QqvGzhvpRO,Hozier,Hozier,https://i.scdn.co/image/54ae81bff27a1979815d40846c763431d872b680,0.539,0.179,G,-14.33,major,0.0309,0.921,0.393,0.106,0.145,140.01,198027,3,G major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,All My Days,6imKHLNom4xjEj2n3ZbKHr,Alexi Murdoch,Time Without Consequence,https://i.scdn.co/image/67f323c70f12776166fb9d44c0c851771512fcbc,0.421,0.426,D,-11.011,major,0.0313,0.819,0.727,0.0847,0.553,88.537,297120,4,D major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Dream in Blue,1Bx9I2NyzUpTfmpAQ4BSsR,The Stray Birds,The Stray Birds,https://i.scdn.co/image/28cb464c89344bb83a46b63844331e99e96649df,0.45,0.324,D,-11.234,major,0.037,0.71,6.79e-4,0.176,0.354,179.133,212027,4,D major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Boardwalks,3jDF66ZATb0FcHNnOqeyDK,Little May,Little May,https://i.scdn.co/image/d1d0dc0a39e658f4c369386fe7fb9451292a10fa,0.65,0.377,F#,-12.626,major,0.0275,0.807,0.0487,0.11,0.288,129.028,195735,4,F# major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Dink's Song,1oK521blRUrNIo4vgJbfGB,Andrea von Kampen,Desdemona,https://i.scdn.co/image/6f65ec742e446db376344367d89a632b54f85f05,0.392,0.337,C,-9.68,major,0.0329,0.827,2.03e-5,0.114,0.19,80.364,207673,4,C major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Nothing Arrived - Live from Spotify London,4JKHACLkotsxdKNF9vJYOS,Villagers,Spotify Sessions,https://i.scdn.co/image/d264efbd45b044b814960a8fc9b83d47095f0c13,0.579,0.415,G,-11.599,major,0.0397,0.929,0.0018,0.671,0.42,102.713,219093,4,G major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Sweetly,5hLwt3TSmr9pA3SY5Gh3s3,The Show Ponies,How It All Goes Down,https://i.scdn.co/image/e5a2c95dd438396047d4a358f9c63a41319f277c,0.618,0.199,G,-16.692,major,0.0306,0.861,0.0626,0.144,0.621,90.982,170603,4,G major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Fly - Acoustic,2YVK7RkwslK62gTCWboDPM,Meadowlark,Dual,https://i.scdn.co/image/8581ec65add7f91a367b6dc7e228566a0b1b61c6,0.377,0.267,D,-13.29,major,0.0354,0.941,1.55e-4,0.0881,0.345,152.207,211805,4,D major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,The Breach,1WXVfFRD89EtVURD4Tbixo,Dustin Tebbutt,The Breach EP,https://i.scdn.co/image/a234155095c4e9305d643b8d317275499f3d3892,0.629,0.586,C#,-8.562,major,0.0269,0.617,0.0803,0.129,0.526,102.995,253848,5,C# major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Real Peach - Recorded at Spotify Studios NYC,2eIYmspGt58UeXPNUsp1oW,Henry Jamison,Spotify Singles,https://i.scdn.co/image/1aed68c52d45ef37f272b1dd489c887ac0227566,0.379,0.194,A,-12.644,major,0.0438,0.901,1.19e-5,0.139,0.436,170.097,195851,4,A major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Naked As We Came,2gUSIsapdX6jEJ0DvjqTt2,Iron & Wine,Our Endless Numbered Days,https://i.scdn.co/image/133c5a34a63d353d815f71668815b2b46e8005c7,0.367,0.208,E,-16.734,major,0.0363,0.629,0.0584,0.106,0.663,172.358,152627,4,E major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Mess Is Mine,7BVwi9cIzSc6tpyxsp47vJ,Vance Joy,Dream Your Life Away,https://i.scdn.co/image/3dccdf48efe6a17e2f0f091a9d6b3391dd86c6a5,0.595,0.723,G,-8.256,major,0.0349,0.047,0.0286,0.0995,0.272,108.043,223640,1,G major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Where's My Love - Acoustic,6lvGthAouA0KfQ29tz4XAt,SYML,Where's My Love (Acoustic),https://i.scdn.co/image/c9cc97ab664c72686748e792810378989363bfda,0.554,0.226,D#,-11.323,major,0.0281,0.891,0.0321,0.107,0.229,104.005,239880,4,D# major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Waves - Guitar Acoustic,0SUih4u16BlTsIDyB7J0SU,Dean Lewis,Waves (Guitar Acoustic),https://i.scdn.co/image/74f5ddf385625af72195d2c52e86872319129a95,0.408,0.286,B,-9.827,minor,0.0392,0.934,0,0.11,0.385,152.373,248427,4,B minor
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Lights Off,5WbbSGSA8qb601YH4SqLA6,Charlie Cunningham,Lines,https://i.scdn.co/image/7723bd93f48eda31658456298269f678ff24f083,0.611,0.33,G,-11.475,major,0.0504,0.862,0,0.18,0.418,150.075,232400,4,G major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Bridge,2HLd7alxKkXHU2KmbGUUVm,High Highs,Open Season (Deluxe Edition),https://i.scdn.co/image/b3adfcd362b75d0e82859f86717298853f2e79a1,0.602,0.359,F#,-7.893,major,0.0244,0.902,0.0263,0.0946,0.44,90.458,150522,4,F# major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Try to Make a Fire Burn Again,6rKfnpSyHhdVrukCPZT3hK,Dawn Landes,Bluebird,https://i.scdn.co/image/11dfd42309a345336892b5ec4c422cb68fad9969,0.498,0.167,C,-16.38,major,0.0282,0.896,0.00428,0.136,0.352,85.35,182374,4,C major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Overland,6NVOjINdpsyC0Kx7mtRqy8,I'm With Her,Overland,https://i.scdn.co/image/b6f7cefa24ea90600a8f3868437fdc0fea229652,0.584,0.0989,D,-13.526,major,0.0356,0.943,0,0.111,0.304,136.17,205800,4,D major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,If We Were Vampires,7o8Fe4IHujZWCSV6c84kln,Jason Isbell and the 400 Unit,If We Were Vampires,https://i.scdn.co/image/271ea24f0a40919893b55543a014bdcc15c732f8,0.629,0.208,F,-16.225,major,0.0324,0.824,3.7e-6,0.107,0.685,96.609,215564,4,F major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Hate the Way You Love Me,4SEgyVuHzincvWDvypjasT,John Paul White,Beulah,https://i.scdn.co/image/137924a5aae930cf1baae2790deacc36dca8225d,0.46,0.206,E,-12.965,major,0.0297,0.693,0,0.116,0.226,76.996,244013,4,E major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Cherry Wine - Live,0bZ52QzCCKfrfOqs7za6lI,Hozier,Hozier,https://i.scdn.co/image/54ae81bff27a1979815d40846c763431d872b680,0.415,0.11,C#,-14.901,major,0.0388,0.951,0.00236,0.0962,0.234,81.876,240147,4,C# major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,Friction,4qSyzCP52K8Sjbhrt4VmxZ,Lowland Hum,Friction,https://i.scdn.co/image/afeee1c788c7f004c50e16ab3d421e2dd3cedc63,0.604,0.179,G#,-15.847,major,0.0287,0.898,0.287,0.11,0.209,112.069,209916,4,G# major
Afternoon Acoustic,37i9dQZF1DX4E3UdUs7fUx,https://api.spotify.com/v1/users/spotify/playlists/37i9dQZF1DX4E3UdUs7fUx/tracks,84,N4dwwdyTr8c740nvBhrNDGGkWrr3PnIeoHbPitvOAvY9Ghp/iQsgJR6DIQYRFAy8Lls5NACknEg=,https://i.scdn.co/image/bc6568c96a4a6d3d1a5474ced7e708797b3fcb6c,All Is Well,700xxgbIpH0YNMideY7sWR,Austin Basham,Linton / / Oslo EP,https://i.scdn.co/image/4c8596a9e81026bcda44307f26163dfe21d53021,0.316,0.413,B,-12.216,major,0.0334,0.856,0.00227,0.143,0.245,155.69,256680,4,B major
