playlist_name,playlist_uri,playlist_tracks_url,playlist_num_tracks,snapshot_id,playlist_img,track_name,track_uri,artist_name,album_name,album_img,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Latch (feat. Lia Maria Johnson),33UIu9Rkrlv6ReCreQVaOC,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.475,0.245,G,-9.452,major,0.0306,0.883,1.87e-6,0.106,0.198,101.29,220179,4,G major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Fire and Rain,6dI0HfMAERFmEcIzXqRqz2,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.399,0.287,F,-9.621,major,0.0291,0.739,1.62e-6,0.0982,0.229,138.487,232655,4,F major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Stay With Me,2RmCgjc28Z8cgy92Nq1zrv,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.406,0.285,A#,-8.549,major,0.0408,0.843,0,0.106,0.228,126.554,182159,5,A# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Blame,3z940oXU1kwGodHoUg5aLr,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.634,0.627,F,-7.398,minor,0.0317,0.0318,6.08e-5,0.233,0.322,127.911,208005,4,F minor
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Am I Wrong,05WjWlNPQ1qA286JcPI72M,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.805,0.572,A#,-7.842,minor,0.0377,0.151,0,0.0624,0.781,120.007,228242,4,A# minor
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Tears in Heaven,2c0c7QiLtjsTs2FN3u9cnC,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.748,0.0926,G#,-11.531,major,0.0307,0.921,0,0.112,0.327,77.934,280652,4,G# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,A Sky Full of Stars,2LdxHPLuRxzkJLPrw0BoUu,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.382,0.549,F,-7.615,major,0.0313,0.0716,1.11e-4,0.148,0.237,124.994,240178,4,F major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Waves,3NZymxR0R1fhBpWJFZ4A6E,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.74,0.507,F,-9.047,minor,0.0288,0.0606,0,0.104,0.651,117.999,198678,4,F minor
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Your Body Is a Wonderland,3bsX98Of6VzntY6ZHojBdC,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.707,0.256,F#,-10.484,major,0.0287,0.823,2.62e-5,0.104,0.45,93.914,247133,4,F# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Not a Bad Thing,2n3A1U31FZbwbDxPpgloyj,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.503,0.728,C#,-6.486,major,0.0336,0.0126,0,0.28,0.826,171.948,276146,4,C# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,All of Me,7Lrhwo1I6a5EpomQYtUHbC,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.606,0.209,G,-8.759,major,0.0303,0.712,0,0.144,0.308,125.969,276512,4,G major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,The Scientist (feat. Hannah Trigwell),3TzAaifUYY2ROlF4FEurBT,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.379,0.256,G#,-11.761,major,0.0282,0.704,0,0.0907,0.21,155.469,251514,4,G# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Say Something (feat. Carly Rose Sonenclar),67x3EeJq7I0Ep7tlaxi79e,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.595,0.127,C#,-9.385,major,0.0329,0.813,0,0.0913,0.0948,140.986,227160,3,C# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Counting Stars / The Monster (feat. Carly Rose Sonenclar),0KJ2p9iQISqE7X6aUL6EQC,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.73,0.44,E,-4.964,major,0.035,0.65,0,0.142,0.44,114.812,222726,4,E major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Wanted,7tj8GgfAaPkV1BhOfkrhPt,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.449,0.327,B,-8.116,major,0.0344,0.736,0,0.172,0.322,169.91,235227,4,B major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Happy,6Elppf27xIWxd6xrf25kez,Boyce Avenue,"Cover Sessions, Vol. 1",https://i.scdn.co/image/bfc10c0ff18cf25cb60ff5d5b608655762bb1de3,0.712,0.846,F,-6.497,major,0.275,0.312,0,0.103,0.961,160.097,148845,4,F major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Unwritten (feat. Diamond White),3awzKzJT713SCM9O1IVYx3,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.415,0.336,G#,-6.26,major,0.0406,0.662,0,0.107,0.284,195.083,231647,4,G# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Wrecking Ball (feat. Diamond White),2NqBJjOUKz9sxgS2FFWHLq,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.572,0.317,E,-7.941,major,0.0325,0.809,0,0.104,0.184,119.97,223084,4,E major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Wake Me up (feat. Jennel Garcia),1me0ghDHipA5FJjXNauqYF,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.451,0.21,C#,-9.936,major,0.0369,0.84,0,0.0842,0.365,100.028,203575,4,C# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Story of My Life,0lXW22TOLOJcn5hpHiIfvf,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.587,0.327,D,-9.185,major,0.0411,0.341,0,0.0924,0.205,120.742,247997,4,D major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,My Sacrifice,32ENhv6HStqruaxXzB31rd,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.514,0.505,D,-5.336,major,0.0314,0.613,0,0.0685,0.24,146.211,254162,4,D major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Demons (feat. Jennel Garcia),1CrDibvKDE6L47QZW9PoT3,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.678,0.351,C,-8.654,major,0.0265,0.747,0,0.355,0.568,90.029,174174,4,C major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Stay (feat. Mandy Lee),4iSHfmxYM7qx6wZCuEfqON,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.554,0.313,G#,-8.999,minor,0.0335,0.774,0,0.13,0.133,112.054,238400,4,G# minor
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,¡Corre!,6CPKOWJdbEL2KPbq63WTaw,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.489,0.489,D,-6.673,minor,0.0328,0.59,0,0.102,0.328,153.662,276152,4,D minor
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,We Can't Stop (feat. Bea Miller),2PVU8zHILp6jK4Q7W6rkz8,Boyce Avenue,"Cover Collaborations, Vol. 2",https://i.scdn.co/image/29bbcfe3ce49d77d98ad6fd315e6c156bf9d7e8e,0.705,0.347,D,-8.249,major,0.0301,0.674,0,0.12,0.36,80.057,222146,4,D major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Roar (feat. Bea Miller),6TT0FLa9jTDJKKVrAlr6P0,Boyce Avenue,"Cover Collaborations, Vol. 2",https://i.scdn.co/image/29bbcfe3ce49d77d98ad6fd315e6c156bf9d7e8e,0.48,0.32,F,-7.714,major,0.0401,0.573,0,0.104,0.264,180.424,212914,4,F major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Let Her Go (feat. Hannah Trigwell),684kly4A0xCFHyxd28qNB1,Boyce Avenue,"Cover Collaborations, Vol. 3",https://i.scdn.co/image/13c1ce97d7be234830b4ef3b365a6eca18bbd4de,0.595,0.337,B,-8.525,major,0.028,0.86,0,0.123,0.348,134.943,219650,4,B major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,The Age of Worry,1WhZA4RG8dvmGKsCbLxw8x,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.543,0.327,C#,-9.093,major,0.0251,0.775,0,0.108,0.458,67.376,150177,4,C# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,A Thousand Years,4IQgYbZghcFHBBye6aff45,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.434,0.221,F,-11.672,major,0.0329,0.768,0,0.106,0.228,126.392,263710,0,F major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Radioactive,4ya7xl7nQxqctgC3cYTOwz,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.592,0.257,F#,-9.111,major,0.0401,0.83,0,0.117,0.126,128.754,211093,4,F# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,When I Was Your Man (feat. Fifth Harmony),417iZHySvA6ToTfg5uBMx0,Boyce Avenue,"Cover Collaborations, Vol. 2",https://i.scdn.co/image/29bbcfe3ce49d77d98ad6fd315e6c156bf9d7e8e,0.404,0.237,G,-10.001,major,0.039,0.906,0,0.111,0.163,143.785,218473,4,G major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Mirrors (feat. Fifth Harmony),6FVuzVYUdbPBJr6kuxgNGs,Boyce Avenue,"Cover Collaborations, Vol. 2",https://i.scdn.co/image/29bbcfe3ce49d77d98ad6fd315e6c156bf9d7e8e,0.563,0.658,C#,-7.177,major,0.0419,0.492,0,0.105,0.702,77.041,292567,4,C# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,It's a Beautiful Day,3eL4FxLUkRgUBbr3IpzaKV,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.562,0.318,A#,-8.444,minor,0.0293,0.788,0,0.115,0.406,144.075,192051,4,A# minor
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Daylight,0zVMMN2OV3Xo8NAbbonSZC,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.616,0.517,C#,-6.526,major,0.0305,0.439,0,0.0888,0.334,119.966,230583,4,C# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Ho Hey,4G0Jru0ZaDw5WUB5GPoSST,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.56,0.495,B,-5.754,major,0.026,0.581,0,0.0947,0.44,79.882,155278,4,B major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,I Knew You Were Trouble,218GWJDtKvpZ9k0CZAomHs,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.773,0.538,A#,-4.361,major,0.0408,0.229,0,0.22,0.597,77.044,204994,4,A# major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Drive,22zHJ3ULtWxAH4qrVBiwDr,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.645,0.46,B,-5.528,major,0.024,0.762,0,0.109,0.471,90.964,225999,4,B major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Use Somebody (feat. Hannah Trigwell),7LpDHwLUGXaRve1OBNnYy3,Boyce Avenue,"Cover Collaborations, Vol. 2",https://i.scdn.co/image/29bbcfe3ce49d77d98ad6fd315e6c156bf9d7e8e,0.358,0.271,C,-8.718,major,0.0363,0.867,0,0.122,0.265,129.482,197125,4,C major
Boyce Avenue Acoustic Covers,4XkMSl1R3f7WsNeTZgrxv5,https://api.spotify.com/v1/users/boyceavenue/playlists/4XkMSl1R3f7WsNeTZgrxv5/tracks,234,uc37+PevPvTcpdE1lUxSoWO1k6ygk92WjVK5i6X7BWweoSveS4kW27uJZ7P2lp/J,https://pl.scdn.co/images/pl/default/49c62c657128a72fe36978e6e6471f9ae80c4516,Locked out of Heaven,0eL9FrQE1Kx1ZN7P85yTlR,Boyce Avenue,"New Acoustic Sessions, Vol. 5",https://i.scdn.co/image/6c4b38657c34c7c81c9b01486764b255b1ae9fb6,0.742,0.413,C,-7.691,major,0.0441,0.295,0,0.0921,0.356,136.034,246560,4,C major
